CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1685589,16000075062,201675062,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 04:41:35 PM,89XX BLOCK OF 14 AV S,F,F3,11200.3014,-122.314964,47.523468,"(47.523468, -122.314964)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/02/2016 03:10:48 PM
1685521,16000075271,201675271,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 04:41:06 PM,35 AV NE / NE 125 ST,L,L3,100.3003,-122.29079,47.719254,"(47.719254, -122.29079)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/02/2016 04:29:57 PM
1685519,16000075275,201675275,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 04:40:43 PM,20XX BLOCK OF 3 AV,M,M2,7200.1067,-122.341545,47.61278,"(47.61278, -122.341545)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/02/2016 04:37:22 PM
1685520,16000075273,201675273,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/02/2016 04:36:18 PM,1XX BLOCK OF W OLYMPIC PL,Q,Q3,7000.5001,-122.35865,47.626724,"(47.626724, -122.35865)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,03/02/2016 04:36:18 PM
1685571,16000075194,201675194,072,AUTO THEFT AND RECOVERY,AUTO RECOVERIES,AUTO THEFTS,03/02/2016 04:30:41 PM,59XX BLOCK OF 4 AV S,O,O3,10900.2067,-122.32958,47.549255,"(47.549255, -122.32958)",AUTO RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/02/2016 04:15:31 PM
1685330,16000075033,201675033,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,03/02/2016 04:30:10 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",TRESPASS,TRESPASS,TRESPASS,03/02/2016 01:45:48 PM
1685332,16000074702,201674702,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/02/2016 04:27:51 PM,82XX BLOCK OF INTERLAKE AV N,J,J3,2700.4002,-122.34048,47.689632,"(47.689632, -122.34048)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/02/2016 01:49:54 PM
1685325,16000075218,201675218,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/02/2016 04:26:40 PM,32XX BLOCK OF NW 54 ST,B,B1,3200.4019,-122.39898,47.667473,"(47.667473, -122.39898)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/02/2016 03:50:22 PM
1685329,16000075097,201675097,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 04:26:37 PM,3XX BLOCK OF NICKERSON ST,Q,Q2,6000.2008,-122.35055,47.646515,"(47.646515, -122.35055)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 02:40:23 PM
1685328,16000075158,201675158,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 04:26:25 PM,87XX BLOCK OF 1 AV NW,J,J1,1701.1008,-122.35801,47.693333,"(47.693333, -122.35801)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 03:53:33 PM
1685327,16000075161,201675161,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 04:25:26 PM,SW ADMIRAL WY OFF RP / WEST SEATTLE BR WB,W,W1,9900.4049,-122.36756,47.571575,"(47.571575, -122.36756)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 03:24:56 PM
1685331,16000074812,201674812,139,GANG GRAFFITI,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 04:22:33 PM,15XX BLOCK OF 11 AV,E,E2,7500.4014,-122.31815,47.614674,"(47.614674, -122.31815)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 01:28:17 PM
1685315,16000075137,201675137,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/02/2016 04:19:18 PM,6XX BLOCK OF S SPOKANE ST,O,O2,9300.3087,-122.32512,47.57173,"(47.57173, -122.32512)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/02/2016 03:17:44 PM
1685311,16000075179,201675179,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 04:15:59 PM,SW CAMBRIDGE ST / 20 AV SW,F,F2,11402.2012,-122.359184,47.51919,"(47.51919, -122.359184)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 03:29:40 PM
1685314,16000075140,201675140,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,03/02/2016 04:14:32 PM,18XX BLOCK OF BELLEVUE AV,E,E1,7402.3006,-122.326744,47.618114,"(47.618114, -122.326744)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/02/2016 02:49:24 PM
1685317,16000075124,201675124,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 04:11:18 PM,FREMONT PL N / FREMONT AV N,B,B2,4900.2022,-122.34984,47.650433,"(47.650433, -122.34984)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 02:42:10 PM
1685323,16000074516,201674516,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 04:09:24 PM,40XX BLOCK OF E DENNY BLAINE PL,C,C3,7800.1015,-122.28056,47.620018,"(47.620018, -122.28056)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 07:13:23 AM
1685312,16000075174,201675174,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 04:04:00 PM,57XX BLOCK OF M L KING JR WY S,R,R3,10300.3011,-122.28775,47.550495,"(47.550495, -122.28775)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/02/2016 03:23:34 PM
1685316,16000075127,201675127,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/02/2016 04:02:14 PM,8XX BLOCK OF PINE ST,M,M2,8200.1007,-122.332596,47.613297,"(47.613297, -122.332596)",TRU - THEFT,OTHER PROPERTY,THEFT,03/02/2016 03:29:13 PM
1685320,16000075068,201675068,139,GANG GRAFFITI,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 04:02:05 PM,11XX BLOCK OF NW 85 ST,J,J2,3000.2,-122.37092,47.690636,"(47.690636, -122.37092)",TRU - PROPERTY DESTRUCTION/DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 03:27:20 PM
1685322,16000074961,201674961,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/02/2016 04:00:48 PM,92XX BLOCK OF GREENWOOD AV N,J,J1,1702.1014,-122.35537,47.696934,"(47.696934, -122.35537)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,03/02/2016 03:26:40 PM
1685306,16000075101,201675101,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 03:57:58 PM,90XX BLOCK OF SEWARD PARK AV S,S,S3,11800.6018,-122.264496,47.522408,"(47.522408, -122.264496)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 02:23:02 PM
1685305,16000075126,201675126,161,TRESPASS,TRESPASS,TRESPASS,03/02/2016 03:56:11 PM,18XX BLOCK OF NW 65 ST,B,B1,3300.3004,-122.38051,47.67599,"(47.67599, -122.38051)",TRESPASS,TRESPASS,TRESPASS,03/02/2016 03:12:35 PM
1685304,16000075163,201675163,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 03:54:08 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",TRESPASS,TRESPASS,TRESPASS,03/02/2016 03:18:09 PM
1685307,16000074954,201674954,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/02/2016 03:53:32 PM,XX BLOCK OF E ROANOKE ST,D,D3,6100.3018,-122.32733,47.643192,"(47.643192, -122.32733)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/02/2016 01:56:43 PM
1685298,16000074853,201674853,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/02/2016 03:47:12 PM,9XX BLOCK OF N 98 ST,N,N3,1300.3009,-122.345985,47.700527,"(47.700527, -122.345985)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/02/2016 12:00:09 PM
1685299,16000074683,201674683,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/02/2016 03:40:52 PM,4XX BLOCK OF WALL ST,D,D2,7200.3005,-122.34574,47.617023,"(47.617023, -122.34574)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,03/02/2016 12:13:46 PM
1685296,16000074926,201674926,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/02/2016 03:40:29 PM,1 AV / BLANCHARD ST,D,D1,8002.2006,-122.345215,47.612606,"(47.612606, -122.345215)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/02/2016 01:12:51 PM
1685287,16000074997,201674997,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/02/2016 03:39:49 PM,PASADENA PL NE / NE NORTHLAKE PL,U,U2,5200.2021,-122.3219,47.65475,"(47.65475, -122.3219)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,03/02/2016 01:30:39 PM
1685288,16000074768,201674768,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 03:39:09 PM,93XX BLOCK OF 31 PL SW,F,F2,11402.3010,-122.37341,47.519024,"(47.519024, -122.37341)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 11:39:34 AM
1685286,16000074998,201674998,064,SHOPLIFT,THEFT,SHOPLIFTING,03/02/2016 03:38:23 PM,28XX BLOCK OF SW BARTON ST,F,F2,11402.1022,-122.36935,47.521038,"(47.521038, -122.36935)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/02/2016 01:12:24 PM
1685281,16000075043,201675043,161,TRESPASS,TRESPASS,TRESPASS,03/02/2016 03:27:20 PM,3XX BLOCK OF MARION ST,K,K1,8100.2029,-122.33281,47.60514,"(47.60514, -122.33281)",TRESPASS,TRESPASS,TRESPASS,03/02/2016 01:56:42 PM
1685280,16000075073,201675073,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,03/02/2016 03:27:19 PM,5XX BLOCK OF WARD PL,Q,Q3,6700.2013,-122.34567,47.627712,"(47.627712, -122.34567)","AUTO - THEFT/LOSS, PLATES AND/OR TAB",AUTO THEFTS,AUTO RECOVERIES,03/02/2016 02:25:10 PM
1685278,16000075088,201675088,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 03:26:25 PM,4 AV / MADISON ST,K,K1,8100.2030,-122.33291,47.606087,"(47.606087, -122.33291)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 02:14:14 PM
1685284,16000074942,201674942,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 03:25:35 PM,8 AV S / S CLOVERDALE ST,F,F3,11200.2040,-122.322914,47.526463,"(47.526463, -122.322914)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 12:25:34 PM
1685282,16000074999,201674999,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/02/2016 03:19:37 PM,8XX BLOCK OF 9 AV,E,E3,8500.1002,-122.326385,47.607338,"(47.607338, -122.326385)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/02/2016 01:34:17 PM
1685265,16000074666,201674666,161,TRESPASS,TRESPASS,TRESPASS,03/02/2016 03:10:02 PM,50XX BLOCK OF 37 AV S,R,R3,10300.4010,-122.28615,47.556263,"(47.556263, -122.28615)",TRESPASS,TRESPASS,TRESPASS,03/02/2016 12:27:10 PM
1685262,16000074888,201674888,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/02/2016 03:09:39 PM,88XX BLOCK OF 18 AV SW,F,F2,11402.1002,-122.35779,47.52378,"(47.52378, -122.35779)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,03/02/2016 11:54:55 AM
1685261,16000074935,201674935,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 03:08:36 PM,19XX BLOCK OF WESTERN AV,M,M1,8100.3011,-122.34288,47.609814,"(47.609814, -122.34288)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 12:20:09 PM
1685259,16000074968,201674968,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/02/2016 02:58:21 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/02/2016 12:51:44 PM
1685264,16000074776,201674776,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 02:57:04 PM,SPRING ST / 4 AV,K,K1,8100.2022,-122.333565,47.6068,"(47.6068, -122.333565)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 12:36:33 PM
1685258,16000075038,201675038,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/02/2016 02:55:30 PM,1XX BLOCK OF YESLER WY,K,K1,8100.1036,-122.33404,47.601723,"(47.601723, -122.33404)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/02/2016 02:11:55 PM
1685260,16000074943,201674943,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/02/2016 02:53:43 PM,MERIDIAN AV N / N 92 ST,N,N3,1900.3006,-122.33381,47.695946,"(47.695946, -122.33381)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/02/2016 12:32:02 PM
1685263,16000074839,201674839,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,03/02/2016 02:50:32 PM,W COMMODORE WY / 27 AV W,Q,Q1,5801.4001,-122.39104,47.662243,"(47.662243, -122.39104)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/02/2016 11:42:46 AM
1685254,16000074589,201674589,042,"HARASSMENT, THREATS - BY TELEPHONE, WRITING","THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 02:46:27 PM,15XX BLOCK OF 4 AV,M,M3,8100.2009,-122.33689,47.61044,"(47.61044, -122.33689)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",03/02/2016 01:09:33 PM
1685719,16000075121,201675121,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 02:41:05 PM,17XX BLOCK OF AIRPORT WY S,O,O1,9300.1042,-122.32139,47.587307,"(47.587307, -122.32139)",PEDESTRIAN VIOLATIONS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 02:36:49 PM
1685241,16000074938,201674938,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 02:41:03 PM,107XX BLOCK OF MARINE VIEW DR SW,W,W3,12100.1021,-122.38275,47.50646,"(47.50646, -122.38275)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 12:21:19 PM
1685243,16000074889,201674889,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,03/02/2016 02:39:56 PM,2 AV / PIKE ST,M,M3,8100.3003,-122.338905,47.609283,"(47.609283, -122.338905)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/02/2016 01:36:20 PM
1685245,16000074815,201674815,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,03/02/2016 02:35:49 PM,45XX BLOCK OF INTERLAKE AV N,B,B3,5000.3000,-122.34066,47.661755,"(47.661755, -122.34066)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,03/02/2016 01:23:54 PM
1685252,16000074637,201674637,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/02/2016 02:32:21 PM,36XX BLOCK OF 33 AV S,R,R2,10100.5017,-122.29101,47.57076,"(47.57076, -122.29101)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/02/2016 01:25:03 PM
1685246,16000074784,201674784,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/02/2016 02:31:31 PM,28XX BLOCK OF W CROCKETT ST,Q,Q1,5600.5027,-122.39364,47.637413,"(47.637413, -122.39364)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/02/2016 12:50:28 PM
1685239,16000074962,201674962,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 02:28:22 PM,MERCER ST / WARREN AV N,Q,Q3,7100.2001,-122.3541,47.624573,"(47.624573, -122.3541)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 12:53:32 PM
1685244,16000074867,201674867,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 02:26:24 PM,4XX BLOCK OF 2 AV S,K,K3,9200.2002,-122.33139,47.601074,"(47.601074, -122.33139)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/02/2016 11:32:05 AM
1685240,16000074951,201674951,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/02/2016 02:21:50 PM,11XX BLOCK OF N NORTHLAKE WY,B,B3,5400.2033,-122.34598,47.648643,"(47.648643, -122.34598)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 12:53:58 PM
1685219,16000074922,201674922,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 02:20:57 PM,16XX BLOCK OF 25 AV,C,C3,7700.3004,-122.30008,47.61589,"(47.61589, -122.30008)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 01:33:49 PM
1685238,16000075047,201675047,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 02:20:41 PM,S ORCAS ST / E MARGINAL WY S,O,O2,10900.2014,-122.33623,47.551914,"(47.551914, -122.33623)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 01:47:24 PM
1685251,16000074639,201674639,139,GANG GRAFFITI,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 02:19:55 PM,20XX BLOCK OF 3 AV,M,M2,7200.1067,-122.341545,47.61278,"(47.61278, -122.341545)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 01:08:48 PM
1687442,16000074876,201674876,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 02:19:28 PM,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615,47.708603,"(47.708603, -122.324615)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 12:10:37 PM
1685247,16000074719,201674719,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 02:19:15 PM,3XX BLOCK OF 17 AV E,C,C1,7600.3005,-122.31005,47.621284,"(47.621284, -122.31005)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/02/2016 11:48:31 AM
1685256,16000074507,201674507,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/02/2016 02:17:27 PM,4XX BLOCK OF 15 AV E,C,C1,7600.3002,-122.31264,47.622597,"(47.622597, -122.31264)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/02/2016 06:48:35 AM
1685221,16000074896,201674896,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,03/02/2016 02:16:28 PM,67XX BLOCK OF RAINIER AV S,S,S2,11101.1004,-122.27219,47.541584,"(47.541584, -122.27219)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,03/02/2016 12:43:43 PM
1685218,16000074953,201674953,161,TRESPASS,TRESPASS,TRESPASS,03/02/2016 02:14:23 PM,11XX BLOCK OF 2 AV,K,K1,8100.1006,-122.336105,47.606228,"(47.606228, -122.336105)",TRESPASS,TRESPASS,TRESPASS,03/02/2016 12:52:36 PM
1685226,16000074797,201674797,186,"NARCOTICS, DRUG TRAFFIC LOITERING",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 02:12:33 PM,14XX BLOCK OF S DEAN ST,G,G3,9400.2009,-122.313065,47.5953,"(47.5953, -122.313065)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/02/2016 01:05:51 PM
1685255,16000074552,201674552,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/02/2016 02:11:09 PM,17 AV S / S STEVENS ST,R,R1,10002.2016,-122.310745,47.576855,"(47.576855, -122.310745)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/02/2016 07:46:39 AM
1685248,16000074690,201674690,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,03/02/2016 02:09:22 PM,16XX BLOCK OF 11 AV S,R,R1,9300.1025,-122.31792,47.588802,"(47.588802, -122.31792)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,03/02/2016 09:39:35 AM
1685215,16000075029,201675029,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/02/2016 02:08:39 PM,25XX BLOCK OF 11 AV W,Q,Q2,5900.4023,-122.37157,47.641354,"(47.641354, -122.37157)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/02/2016 01:26:42 PM
1685224,16000074859,201674859,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 02:04:57 PM,42XX BLOCK OF W MARGINAL WY SW,F,F1,9900.2005,-122.35281,47.56466,"(47.56466, -122.35281)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 11:33:02 AM
1685249,16000074687,201674687,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/02/2016 02:03:44 PM,18XX BLOCK OF YALE AV,D,D3,7300.2016,-122.33035,47.61789,"(47.61789, -122.33035)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/02/2016 09:30:41 AM
1685253,16000074610,201674610,350,HAZARDS,HAZARDS,HAZARDS,03/02/2016 02:02:46 PM,BOYLSTON AV E / E ROANOKE ST,D,D3,6100.3022,-122.32342,47.643185,"(47.643185, -122.32342)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/02/2016 08:26:20 AM
1685227,16000074780,201674780,350,HAZARDS,HAZARDS,HAZARDS,03/02/2016 02:02:37 PM,W DENNY WY / ELLIOTT AV,Q,Q3,8001.3006,-122.35848,47.618618,"(47.618618, -122.35848)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,03/02/2016 10:41:04 AM
